track_id,track_name,artist_name,album_name,release_date,popularity,duration_ms,market,data_fetched_at,danceability,energy,valence,tempo,speechiness,acousticness,instrumentalness,liveness,days_since_release,popularity_bucket,vibe_score
4mDTqEqt0QHQFPNkz8eHjr,Writing's On The Wall,ROLE MODEL,Kansas Anymore,2024-07-19,81,169974,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,539,High,
21B4gaTWnTkuSh77iWEXdS,Juno,Sabrina Carpenter,Short n' Sweet,2024-08-23,84,223192,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,504,High,
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,Short n' Sweet,2024-08-23,84,171869,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,504,High,
3HrHhTWonBqF4mDasi8xvC,BACKBONE,Chase & Status,BACKBONE,2024-08-08,73,166448,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,519,Medium,
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,Not Like Us,2024-05-04,88,274192,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,615,High,
51eSHglvG1RJXtL3qI5trr,Slow It Down,Benson Boone,Fireworks & Rollerblades,2024-04-05,84,161831,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,644,High,
0zLmRVBlZJ3IJTkChSXkBp,White Christmas (with Shania Twain),Michael Bublé,Christmas (Deluxe 10th Anniversary Edition),2024-12-05,81,218465,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,400,High,
0hta2Lb2zKJ7kEnAEZEE3G,Nope your too late i already died,wifiskeleton,suburban daredevil,2024-10-22,88,90067,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,444,High,
2plbrEY59IikOBgBGLjaoe,Die With A Smile,Lady Gaga,Die With A Smile,2024-08-16,92,251667,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,511,High,
47CctmFYrX4htszDZCVaLM,Have Yourself a Merry Little Christmas,Michael Bublé,Christmas (Deluxe 10th Anniversary Edition),2024-12-05,80,232106,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,400,High,
5dLwdEJAFzjQbeRrDL5uzo,Santa Claus Is Coming to Town,Michael Bublé,Christmas (Deluxe 10th Anniversary Edition),2024-12-05,83,171806,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,400,High,
2gciS7UJjv59l7608DFGNl,Driving Home for Christmas - Spotify Singles Holiday,Dasha,Driving Home for Christmas - Spotify Singles Holiday,2024-10-15,81,166551,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,451,High,
2uqYupMHANxnwgeiXTZXzd,Austin (Boots Stop Workin'),Dasha,What Happens Now?,2024-02-16,82,171782,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,693,High,
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,Short n' Sweet,2024-08-23,88,175459,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,504,High,
3wo3d0I5H8KjkwGvnz8WbB,Somedays,Sonny Fodera,Somedays,2024-07-26,76,207168,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,532,High,
27w0RH5IDt6xU3B2j7QOuy,Favourite,Fontaines D.C.,Romance,2024-08-23,72,256066,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,504,Medium,
3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,The Marías,Submarine,2024-05-31,90,236906,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,588,High,
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024-03-08,88,228639,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,672,High,
0hz5PNF2wejwUKCMpesQWt,Merry Christmas,Ed Sheeran,+-=÷× (Tour Collection),2024-09-27,81,208546,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,469,High,
3SKH53SPQbEnZR4cJPVaz2,Messy,Lola Young,Messy,2024-05-30,84,284068,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,589,High,
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Benson Boone,Beautiful Things,2024-01-18,85,180304,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,722,High,
2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy),2024-04-12,83,171291,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,637,High,
4E2j6b0NrYXnlypn9sMiOu,Feel Good,Clara La San,Good Mourning,2024-12-13,78,212565,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,392,High,
6aJn7Cst74cj4lNIiPRgav,Touch,KATSEYE,Touch,2024-07-26,87,129882,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,532,High,
6hZvOA9oBZZM812GNDLjEb,Holiday Road - Spotify Singles Holiday,Kesha,Holiday Road - Spotify Singles Holiday,2024-10-15,80,125196,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,451,High,
0MXmiqd7zoXxv6Gqn9ahhQ,Bug,Fontaines D.C.,Romance,2024-08-23,71,182039,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,504,Medium,
4Na2HfNSr58chvfX69fy36,one of wun,Gunna,One of Wun,2024-05-10,82,144000,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,609,High,
6EUcP55GlbmsmCzfL2vxtZ,on one tonight,Gunna,One of Wun,2024-05-10,81,90760,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,609,High,
12VH4g5pTMZmrUVzfJq7F7,M a k e I t T o T h e M o r n i n g,PARTYNEXTDOOR,PARTYNEXTDOOR 4 (P4),2024-04-26,83,168453,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,623,High,
3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Michael Marcagi,Scared To Start,2024-01-12,79,159636,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,728,High,
1KZG1H1OCugGqIRmk1wF9m,Indigo (feat. Avery Anna),Sam Barber,Restless Mind,2024-11-01,83,286634,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,434,High,
2uvE4L5ZsYKpv8hbK4TIOt,MUTT,Leon Thomas,MUTT,2024-09-27,82,192933,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,469,High,
6jbYpRPTEFl1HFKHk1IC0m,Like Him (feat. Lola Young),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,86,278014,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,438,High,
19fbN84F5YHDyv8dyTbCO8,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,Christmas (Deluxe 10th Anniversary Edition),2024-12-05,79,161804,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,400,High,
315aBOUD3xtj7sUMXtRgMV,In The Stars,Benson Boone,Fireworks & Rollerblades,2024-04-05,83,216410,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,644,High,
6eWAWHm0cuOaPGDWhoLJ7s,Nice To Meet You,Myles Smith,Nice To Meet You (Mistletoe Version),2024-12-13,79,176000,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,392,High,
0aB0v4027ukVziUGwVGYpG,tv off (feat. lefty gunplay),Kendrick Lamar,GNX,2024-11-22,86,220690,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,413,High,
745JbQYxoYIegHzHTUxETp,"Everywhere, Everything (with Gracie Abrams)",Noah Kahan,Stick Season (Forever),2024-02-09,80,257668,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,700,High,
6GG4yyk3UATdBfTHVgI8PB,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),2024-05-16,82,210950,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,603,High,
1FZP4hpT4iuLaOb5HpriLq,I'll Be Home for Christmas,Michael Bublé,Christmas (Deluxe 10th Anniversary Edition),2024-12-05,79,267608,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,400,High,
5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),Post Malone,F-1 Trillion,2024-08-15,83,178205,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,512,High,
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,"Where I've Been, Isn't Where I'm Going",2024-05-31,81,171291,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,588,High,
2rMK6uQxoSGYWOXtzPUY4Z,Winter Wonderland,Michael Bublé,Christmas (Deluxe 10th Anniversary Edition),2024-12-05,82,150880,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,400,High,
2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,Short n' Sweet,2024-08-23,85,186365,GB,2026-01-09 10:02:47.120908+00:00,,,,,,,,,504,High,
